name,data
TOP GLOVE (F12) (SOLAR SYSTEM),"{""klien"":""TOP GLOVE (F12) (SOLAR SYSTEM)"",""alamat"":""LOT 4950, JALAN TERATAI, OFF JALAN MERU,\n41050 KLANG\nSELANGOR"",""ampere"":""1200A"",""kepada"":""Selangor"",""voltan"":""400V"",""category"":""Part 2"",""nickname"":""TOP GLOVE (F12) (SOLAR SYSTEM)"",""giliran_no"":""1"",""company_name"":""TOP GLOVE (F12) (SOLAR SYSTEM)"",""default_remark"":""Tiada"",""default_remarks"":[""Tiada"",""Tiada"",""Tiada""]}"
"TOP GLOVE (F19B, 20B, 21B & 22B) (SOLAR SYSTEM)","{""klien"":""TOP GLOVE (F19B, 20B, 21B & 22B) (SOLAR SYSTEM)"",""alamat"":""LOT4987, 4968, 4989 & 4990, JALAN BUNGA RAYA, OFF JALAN MERU,\n41050 KLANG\nSELANGOR"",""ampere"":""4x500A"",""kepada"":""Selangor"",""voltan"":""400V"",""category"":""Part 2"",""nickname"":""TOP GLOVE (F19B, 20B, 21B & 22B) (SOLAR SYSTEM)"",""giliran_no"":""1"",""company_name"":""TOP GLOVE (F19B, 20B, 21B & 22B) (SOLAR SYSTEM)"",""default_remark"":""Tiada"",""default_remarks"":[""Tiada"",""Tiada"",""Tiada""]}"
TOP GLOVE (F24) (SOLAR SYSTEM),"{""klien"":""TOP GLOVE (F24) (SOLAR SYSTEM)"",""alamat"":""LOT 4986, JALAN BUNGA RAYA, OFF JALAN MERU,\n41050 KLANG\nSELANGOR"",""ampere"":""500A"",""kepada"":""Selangor"",""voltan"":""400V"",""category"":""Part 2"",""nickname"":""TOP GLOVE (F24) (SOLAR SYSTEM)"",""giliran_no"":""1"",""company_name"":""TOP GLOVE (F24) (SOLAR SYSTEM)"",""default_remark"":""Tiada"",""default_remarks"":[""Tiada"",""Tiada"",""Tiada""]}"
TOP GLOVE (F31) (SOLAR SYSTEM),"{""klien"":""TOP GLOVE (F31) (SOLAR SYSTEM)"",""alamat"":""LOT 69111, LORONG SUNGAI PULOH, KU06, KAWASAN PERINDUSTRIAN SUNGAI PULOH,\n42100 KLANG\nSELANGOR"",""ampere"":""1200A"",""kepada"":""Selangor"",""voltan"":""400V"",""category"":""Part 2"",""nickname"":""TOP GLOVE (F31) (SOLAR SYSTEM)"",""giliran_no"":""1"",""company_name"":""TOP GLOVE (F31) (SOLAR SYSTEM)"",""default_remark"":""Tiada"",""default_remarks"":[""Tiada"",""Tiada"",""Tiada""]}"
TOP GLOVE (F40) (SOLAR SYSTEM),"{""klien"":""TOP GLOVE (F40) (SOLAR SYSTEM)"",""alamat"":""LOT 67330, LORONG BOUGAINVILLAE/KU8, KAWASAN PERINDUSTRIAN MERU TIMUR,\n41050 KLANG\nSELANGOR"",""ampere"":""600A"",""kepada"":""Selangor"",""voltan"":""400V"",""category"":""Part 2"",""nickname"":""TOP GLOVE (F40) (SOLAR SYSTEM)"",""giliran_no"":""1"",""company_name"":""TOP GLOVE (F40) (SOLAR SYSTEM)"",""default_remark"":""Tiada"",""default_remarks"":[""Tiada"",""Tiada"",""Tiada""]}"
TOPMARK PETROLEUM PRODUCTS SDN BHD,"{""klien"":""TOPMARK PETROLEUM PRODUCTS SDN BHD"",""alamat"":""LOT 102521 (PN24351) JLN SG PINANG 5/3 (KS13)\nPULAU INDAH, MUKIM KLANG, DAERAH KLANG KLANG BANDAR DIRAJA\n41050 KLANG\nSELANGOR"",""ampere"":""100A"",""kepada"":""Selangor"",""voltan"":""11kV"",""category"":""Part 3"",""nickname"":""TOPMARK PETROLEUM PRODUCTS SDN BHD (KLANG)"",""giliran_no"":""1"",""company_name"":""TOPMARK PETROLEUM PRODUCTS SDN BHD"",""default_remark"":""Tiada"",""default_remarks"":[""Tiada"",""Tiada"",""Tiada""]}"
TOPMARK PETROLEUM PRODUCTS SDN BHD (SOLAR),"{""klien"":""TOPMARK PETROLEUM PRODUCTS SDN BHD (SOLAR)"",""alamat"":""NO. 102521, JALAN SUNGAI PINANG 5/3, KAWASAN PERINDUSTRIAN PULAU INDAH, PELABUHAN KLANG,\n42920 KLANG\nSELANGOR"",""ampere"":""500A"",""kepada"":""Selangor"",""voltan"":""400V SOLAR"",""category"":""Part 3"",""nickname"":""TOPMARK PETROLEUM PRODUCTS SDN BHD (SOLAR)"",""giliran_no"":""1"",""company_name"":""TOPMARK PETROLEUM PRODUCTS SDN BHD (SOLAR)"",""default_remark"":""Tiada"",""default_remarks"":[""Tiada"",""Tiada"",""Tiada""]}"
WISMA KEBUDAYAAN SGM,"{""klien"":""WISMA KEBUDAYAAN SGM"",""alamat"":""243\nJALAN BUKIT BINTANG\n55100 KUALA LUMPUR\nWILAYAH PERSEKUTUAN KUALA LUMPUR"",""ampere"":""2x1200A"",""kepada"":""Selangor"",""voltan"":""400V"",""category"":""Part 2"",""nickname"":""WISMA KEBUDAYAAN SGM"",""giliran_no"":""1"",""company_name"":""WISMA KEBUDAYAAN SGM"",""default_remark"":""MSB 1: 415V, 125A, PF:0.92.\nMSB 2: 415V, 70A, PF:0.93.\nGenerator set run 68.78hr @ 19.0kWh."",""default_remarks"":[""MSB 1: 415V, 125A, PF:0.92.\nMSB 2: 415V, 70A, PF:0.93.\nGenerator set run 68.78hr @ 19.0kWh."",""Tiada"",""Tiada""]}"
WRITEBEST SDN. BHD,"{""klien"":""WRITEBEST SDN. BHD"",""alamat"":""LOT 2954 JLN SG TEKALI BT 1 1/2\nKAWASAN PERINDUSTRIAN TEKALI HULU LANGAT\n43100 HULU LANGAT\nSELANGOR"",""ampere"":""50A"",""kepada"":""Selangor"",""voltan"":""11kV"",""category"":""Part 3"",""nickname"":""WRITEBEST SDN. BHD"",""giliran_no"":""1"",""company_name"":""WRITEBEST SDN. BHD"",""default_remark"":""To engage BO chargeman for this installation\nTx has minor oil leak , to check\nTo clean up MSB room"",""default_remarks"":[""To engage BO chargeman for this installation\nTx has minor oil leak , to check\nTo clean up MSB room"",""Tiada"",""Tiada""]}"
ZCAL TECHNOLOGY MALAYSIA SDN BHD (KAPAR),"{""klien"":""ZCAL TECHNOLOGY MALAYSIA SDN BHD (KAPAR)"",""alamat"":""LOT 5997, JALAN KAPAR BATU 8, TAMAN SUNGAI KAPAR INDAH\n42200 KAPAR\nSELANGOR"",""ampere"":""1000A"",""kepada"":""Selangor"",""voltan"":""400V"",""category"":""Part 1"",""nickname"":""ZCAL TECHNOLOGY MALAYSIA SDN BHD (KAPAR)"",""giliran_no"":""1"",""company_name"":""ZCAL TECHNOLOGY MALAYSIA SDN BHD (KAPAR)"",""default_remark"":""To display single line diagram with PE endorsement."",""default_remarks"":[""To display single line diagram with PE endorsement."",""Tiada"",""Tiada""]}"
